name|orcid|month_of_birth|year_of_birth|mail|bio
David B. Lomet|8262-9128-5429-3984|2|1979|kjgqNmG@tiscali.it|Great alternative to regular potato chips
Franck Petit|3001-1119-7524-1148|3|1977|AxIhyuD@duck.com|Pop Chips
Maxime Lussier|1935-2110-9798-0611|2|1955|vtxYK@duck.com|Yum!
Benedikt Wirth|8970-8154-5227-5236|3|1954|tcsYP@tiscali.it|Awesome Chips!!!!!!!!!!!
Mokrane Bouzeghoub|7186-1856-5882-2676|1|1970|hBNdw@tiscali.it|Popchips RULE!
Kjell Jørgen Hole|8586-3159-3226-1419|9|1977|UNQsYHy@gmail.com|Definite POP - Not Baked or Fried
Himanshu Gupta|6927-0265-2338-4873|1|1972|eLEEpV@mail.polimi.it|Delicious! Even For Those Who Dont Enjoy Healthy Food
Marianna Di Gregorio|1958-3451-5794-8344|10|1973|bgRTFa@tiscali.it|Beware hidden ingredients
Anastasia Ailamaki|4837-1588-9368-1762|1|1949|BHZwXWj@gmail.com|Popchips for Weightwatchers
Tiberiu Spircu|2998-1057-7438-2560|4|1977|ONKnzLK@tiscali.it|Pringles, instant coffee, and Stephen Baldwin
Sylvain Lefebvre 0002|3282-0550-3517-5293|7|1985|uYPBUlB@tiscali.it|Barely any chips in the bag!
Marcos Quiñones-Grueiro|0000-0001-5391-6774|6|1978|AIzOC@duck.com|Great Snack!
Kurt Stenzel|9685-9092-8345-2906|4|1988|JZJGjeH@tiscali.it|Pretty delicious
Andreas Diener|7770-5381-2800-2012|7|1972|xeNyoiJ@outlook.it|Great Snack!!
Caroline Barrière|9817-1818-8562-7146|10|1975|MvsBL@tiscali.it|Popchips are great!
Mario Döller|0170-2939-3559-4602|5|1985|lvHuVuO@mail.polimi.it|love this snack
Jin Zhang 0010|4099-3373-8992-9843|6|1986|RqLJLht@gmail.com|My kids and I ate these up!!
Jean-Christophe Soulié|2085-5880-5986-7153|7|1943|cnGPNl@tiscali.it|Pop Chips...Yum!!!
Clarence A. Ellis|1474-7973-1092-9710|5|1980|XQzZD@gmail.com|Short and Sweet
Srishti Srivastava|4782-4260-9560-1724|4|1974|TrgpSo@outlook.it|Can I just say Yum?
Cristian Monea|7067-3377-3547-0848|8|1980|ZVaRyjb@duck.com|Perfect
Manfred Oevers|0922-6426-0891-6286|6|1985|rBpeTX@duck.com|Great tasting
Kathleen M. Swigger|8258-0273-4758-2009|4|1969|dDkedtb@gmail.com|Amazing
Gael Harbonnier|7438-2130-2140-5273|7|1975|lXOjL@duck.com|Salt and Vinegar and BBQ rock!
Larry Kerschberg|8609-8385-2511-5900|2|1953|IjQOIZr@mail.polimi.it|Watch out- they are addictive
Jaroslav Ramík|5494-8751-5704-2245|11|1943|WWEOyCm@mail.polimi.it|Def a good buy
Ozgur Sinanoglu|2238-8267-8095-2177|8|1955|Sdriy@duck.com|Scrumptious!
Apurba Das|5963-9553-6444-7310|2|1970|edmtl@outlook.it|Delish!
Shigeru Imai|5754-1963-3895-3356|6|1957|slzNWb@outlook.it|Chips
Martin Kowalczyk|0681-3295-9603-0715|8|1959|sRanTx@outlook.it|Very Happy Surprise
Jamal Bentahar|6612-4509-4719-2688|1|1945|EXJfCJU@gmail.com|Great chips, poor packaging
Ludovic Apvrille|2581-2789-9200-6478|5|1949|wgwco@gmail.com|What a treat!
J. Liang|0574-0964-6037-5186|12|1984|dvOFhVc@duck.com|Best Healthy Potato Chip!
Andre Frank|0942-2298-9713-5487|9|1943|tnhKYp@outlook.it|I LUUUV me some POPCHIPS!!!
Jun Li 0001|9735-1288-0282-3810|9|1959|JHixTHX@gmail.com|Good crunch & light taste
Nguyen Quang-Hung|6351-6238-8233-9299|1|1952|sgNyNps@outlook.it|Pop Chips are great
Volker Gaede|8774-8535-6314-5310|3|1940|xsTaf@gmail.com|Good way to try the different flavors
Manal Binkhonain|0271-9706-5149-8385|8|1988|kdhvAb@duck.com|Yummy!!!!!
Changqing Li|0289-5953-7553-9710|7|1966|fgZDXb@duck.com|GREAT PURCHASE
Ivan Lavallée|0900-2680-3878-7497|3|1954|GsKLyUS@tiscali.it|excellent!
Alexandre Keiko|6525-5095-5706-5204|5|1959|TxvyDu@tiscali.it|Delicious
Ivo D. Dinov|0000-0003-3825-4375|4|1952|dgoZq@gmail.com|Eat without feeling guilty!
Monica Sebillo|4324-3414-5969-5909|8|1976|OxWkNe@tiscali.it|Pop chips variety
J. Marcos Moreno-Vega|0000-0002-7675-8577|9|1982|lzhpZPx@duck.com|Popchips
Nicolas Guelfi|5330-2110-1234-8544|12|1982|IYXYlN@tiscali.it|These definately are 5 stars.  Deeelicious
Juanjo Peiró|5673-6111-0481-5127|11|1979|MDzxKr@duck.com|Love pop chips!
Sjouke Mauw|0000-0002-2818-4433|9|1968|OhEZvJj@gmail.com|pop chip goodness
Matteo Munaro|7678-2389-4353-4655|8|1950|rfowyus@outlook.it|Delicious and The Right Amount
Mohammad Ali Jabraeil Jamali|0000-0001-7687-5469|4|1954|FBMazRW@outlook.it|BEST chips!!
Jürgen Klarmann|4165-7205-6635-8665|2|1948|cflFD@mail.polimi.it|Love those chips
Ji Hu 0001|8036-8599-3103-3192|1|1961|AyRWS@gmail.com|LOVE THIS PRODUCT
Riccardo Rosati|0000-0002-7697-4958|3|1988|SIXPfj@gmail.com|Everyone Should To Try These At Least Once
Júlio Cesar dos Reis|4021-2676-8377-7495|1|1984|TRJRnv@mail.polimi.it|Fully enjoyed
Alassane Bah|0409-8669-8107-1559|1|1943|FUKHLqv@mail.polimi.it|Great low-cal snack!
Matthias Muscholl|2770-0506-0469-1835|9|1989|NxMzl@mail.polimi.it|So good!
Wynne Hsu|7154-9413-2197-3213|11|1972|cxAHI@mail.polimi.it|these are awesome
Zakia Kazi-Aoul|0083-1242-4211-5531|9|1980|pdXqKHT@tiscali.it|Great chips
Raphael Volz|9612-1053-5200-2014|5|1948|OKpRNKU@gmail.com|popchips hmmmm hmmm hmmm
Andrew D. M. Walker|0266-4435-6145-4481|6|1978|bGBUY@gmail.com|Loved it!
Dennis Allerkamp|3241-2965-8346-4110|12|1983|erDSpp@tiscali.it|Worth The Money!
Jules Nyssen|7729-0695-2297-4523|7|1962|oeaWhSA@tiscali.it|I love Pop Chips!
Dimitrios Georgakopoulos|0000-0001-7880-2140|7|1960|rsGMBoK@tiscali.it|Great chip substitute!
Jean-Yves Le Boudec|2257-2163-1496-7641|1|1948|IGEyIBC@duck.com|Great low-fat no cholestrol snack
Cristian Gabbi|9619-6538-9751-5080|2|1983|dejekIw@duck.com|Great Chips
Ole W. Christensen|0000-0001-6896-0241|8|1979|NoAvadz@duck.com|Entire family loves them
Layla Pournajaf|7591-0465-6543-9127|12|1979|ZmMsV@duck.com|YUM!!!
Vera Stara|5195-1605-3396-4973|4|1983|WNvIQeR@outlook.it|CHIP LOVER
Neal Lathia|4680-7887-8402-6633|5|1975|zvGzO@gmail.com|BBQ is terrific!
Yongzhong Lu|9065-0617-1390-9418|1|1973|nlyQxmk@duck.com|popchips r hella good
Fawaz Alharbi|0000-0002-0325-3973|1|1977|GvFgyB@duck.com|Excellent
Alex Corenthin|8553-4431-9972-0074|11|1966|XGXmks@tiscali.it|Excellent Product
Guy Bernard|6746-2730-3752-2873|7|1942|VadaRDH@outlook.it|Pop Chips - Better tasting and Better for you than regular chips
Gang Zhou|6797-2900-8881-4016|5|1972|wMOut@tiscali.it|Pop Chips
Gerasimos Theodorou|6424-5595-1753-8645|5|1948|PYmir@duck.com|Popchips 6 Flavor Variety
Christiane von der Heiden|4256-6070-1948-4119|1|1972|FJsWZMJ@tiscali.it|Popchips
Michael D. Siegel|7321-9948-2403-7025|4|1955|ViBTvRQ@outlook.it|Yummy!
Carole A. Goble|8478-4079-1757-9627|3|1943|JaDiYiJ@mail.polimi.it|Great Natural Potatoe Chips With Low Calories!
Roudy Dagher|9194-4352-9335-3525|2|1972|OAISBA@mail.polimi.it|Taste great
Thea Radüntz|7104-4413-7076-0591|7|1946|cLUBKV@duck.com|Love at first bite
Andrée-Anne Phan|8889-2326-0069-1178|9|1964|wCtRBQ@tiscali.it|Fantastic Product !!!!!
Enrico Cambiaso|0000-0002-6932-1975|8|1946|UDwiY@gmail.com|Sooo tasty
Jean-Luc Paillet|8931-0935-4308-9178|3|1951|nJxjqL@outlook.it|absolutely delicious
Behrooz Omidvar-Tehrani|8306-6806-2962-7090|4|1965|aOEKBrf@tiscali.it|Healthier, better tasting option
Yunong Zhang|4683-3837-5068-8469|1|1964|WvPkUN@mail.polimi.it|Deliciousness for little calories!
Quynh Chi Truong|5958-4652-6523-3913|7|1959|KlcyqW@gmail.com|Healthy yum.
Manuel Lozano 0001|6506-8913-8064-2733|12|1981|mcqUo@gmail.com|Excellent!!
John Jenkins|8034-0053-6356-6875|11|1948|NTLGkFv@tiscali.it|Popchips - The perfect snack to pop in your mouth
David M. Frohlich|8292-6070-8211-3646|12|1955|SSBIdy@tiscali.it|LOVE THEM
Thierry Plesse|2267-6884-1058-2504|8|1970|SszAA@gmail.com|crunch without guilt
Eric Simon|0642-1459-5996-8685|5|1962|VPrunGL@duck.com|great taste now in a 100 calorie bag
Elmar Vogt|8368-2998-3269-7569|7|1989|CATTyPj@mail.polimi.it|Love this product!!
Yuan Ni|3967-7801-2733-6687|4|1945|bfIjPUN@tiscali.it|Weird flavors....
Francisco Luna|0000-0002-0455-7223|8|1951|suTFHb@mail.polimi.it|Can someone post some of the nutrition facts?
Christoph Grün|4859-4045-0063-1931|5|1951|QrrmeQ@mail.polimi.it|These are a great snack
Manohar Swamynathan|0910-0955-5859-6457|2|1974|biMIDCB@tiscali.it|pretty good  - but won't buy again
Louiqa Raschid|1254-4069-9171-5155|2|1975|yetOqZ@gmail.com|Not impressed
Bruno Morais|5462-1866-1741-5764|12|1986|hRbTHt@gmail.com|disgusting
Erhard Rahm|5108-5981-7352-2177|10|1977|CJGhi@mail.polimi.it|Pop Chips Are Tops
Wilhelm R. Rossak|6527-4459-2477-7407|3|1967|rzJPCzC@duck.com|I did not like the taste!
Annabelle Gillet|0000-0002-4204-9262|6|1988|wqIzX@gmail.com|Didn't like the taste
Ming-Hsuan Yang 0001|4961-0251-0551-6275|4|1953|eqgizz@duck.com|Amazing!!
Domenico Ursino|9688-7136-4570-2036|5|1962|GrepA@mail.polimi.it|popchips
Charles J. Petrie|4981-7262-6972-5094|7|1946|iZpamU@duck.com|fantastic mix of Popchip goodness
Anastasios Gounaris|6523-3023-1560-0881|9|1945|ozmWnlj@outlook.it|Popchips 6-flavor Variety Pack.
Abdul Serwadda|4970-5654-4770-4602|1|1959|ZrWFi@tiscali.it|Popchips
Praveen Kaushik Sharma|6181-8132-2482-4749|7|1956|EuKnBt@gmail.com|Yummy PopChips
Jörg M. Haake|1023-9966-4037-7162|4|1941|DcTyGR@gmail.com|YUM we love pop chips!
Jan De Bo|1230-5925-0363-3383|9|1958|kbqUG@gmail.com|pop chips
Marta Patiño-Martínez|6556-9360-5804-5103|1|1980|qfcSFaI@gmail.com|Great Chip
Kashif Bilal|4536-0396-1762-0783|5|1952|icaiy@tiscali.it|Great Chips - Love the Salt & Vinegar
Susanne Biundo|3700-2341-6418-6822|1|1983|EvSsh@mail.polimi.it|We really didn't like these!
Peter Veelaert|4391-1816-2249-9202|7|1972|OCTMK@tiscali.it|They're Okay.......
Jordi Conesa|1960-1211-1684-5730|12|1947|ZVtgYeB@tiscali.it|Excellent 2 thumbs up !!!!
Ethan V. Munson|0572-4575-9149-7493|1|1943|KdfVfZ@gmail.com|Nothing special - Baked Lays taste better
Olga Vechtomova|7905-4709-3791-8328|8|1959|StArqx@gmail.com|Cross between Pringles and a rice cake. The bonus is they're all natural
Pierluigi Del Nostro|6563-2889-8046-9788|8|1987|cyeYyj@outlook.it|Too strong of flavors
Andreas Harth|7511-3360-7015-6573|4|1950|MfKZI@mail.polimi.it|If you're expecting full chip flavor reconsider getting another brand of chips.
Raihan Ur Rasool|0000-0001-9966-2466|3|1977|FmFBlV@outlook.it|Great for losing weight!
Liang-Tien Chia|2353-7479-8565-6967|10|1975|BOASQe@duck.com|Good chips and not bad for you
Vivying S. Y. Cheng|6863-4801-6290-1326|7|1973|qNNBlKB@gmail.com|Over Priced - Cheaper at Costco
Jalal Almhana|3932-4220-1774-8988|4|1976|DlvLRWu@gmail.com|Tasty but Salty
Ioan Toma|9301-9796-6655-6154|1|1974|buEfKHq@tiscali.it|Not as good as I was lead to believe
Stéphane Mandigout|0000-0003-2072-3022|7|1957|ALNuYhT@mail.polimi.it|GREAT CRUNCH SOLUTION!!!!!!!!!!!!!!
V. Ratiarson|9239-9770-3494-6892|3|1983|IckVkeT@duck.com|Pop Chips, yum!
Fernando Turrado García|0422-0153-3652-5360|2|1940|dNiaeTL@outlook.it|Good but didn't receive what was ordered
Herbert Baier|0136-9825-3340-6646|8|1959|PFZMH@duck.com|Popchips vs Baked Lays? Baked Lays taste MUCH better.
Karen Carney|1200-6291-1308-7171|8|1965|ohMlV@outlook.it|weight?
Arnaud Sahuguet|8110-0271-1669-9203|1|1968|ulEibL@tiscali.it|NOT worth the online order NOR is cheap $$$!
Chiara De March|2762-4828-7982-5075|5|1956|KRypwH@outlook.it|Did not work for me
John Mullane|3021-4226-2974-4704|10|1954|qqyjkN@mail.polimi.it|good chips but....
Simon Kampa|0907-4681-4392-1866|10|1989|ktsJuXN@tiscali.it|'Healthy chips'
Paola Vocca|0000-0002-8018-0309|11|1958|dfTQU@tiscali.it|Not so great
Laurynas Siksnys|8825-5234-6851-4217|4|1944|IYbHBcd@outlook.it|They Have Been Around Forever But You Did Not Know It
Rida Khatoun|8490-0678-2693-6552|7|1987|enTRQ@duck.com|Hidden sources of MSG in the ingredients
Andrea Bosin|0000-0001-6300-5712|11|1976|jDvKL@outlook.it|get the salt and pepper box instead
Esther Pacitti|0000-0003-1370-9943|12|1977|dUpLXd@outlook.it|Awful
Thomas Hammerl|3416-2175-8325-8420|10|1947|LjCVP@mail.polimi.it|TASTE AVERAGE, INSANELY EXPENSIVE
Brigitte Maschmann-Schulz|4994-6501-0438-9647|11|1975|zWgrlKT@duck.com|Low calorie snack
Sanjay Kumar Singh|0000-0002-9061-6313|7|1952|ddNUSXJ@outlook.it|Not My Type of Potato Chips.
Kamill Panitzek|6649-0708-0659-5620|5|1965|XqaEEFB@tiscali.it|too salty
Ismael Rodríguez-Fdez|3527-5434-2249-3755|3|1964|EZFGqst@gmail.com|Satisfies the salty snack craving
Claude Chaudet|5370-2974-4245-2709|5|1980|FYvNIW@mail.polimi.it|2 POINTS PLUS  on Weight Watchers
William Kokou Dedzoé|3195-9471-7673-7322|11|1944|rSITG@gmail.com|So Good
Martin Peres|5090-4118-4403-5250|2|1949|xLbPlLz@gmail.com|Melts In Your Mouth
Winfried Lamersdorf|0398-4909-2803-5617|8|1974|ugGUR@gmail.com|I only like the plain ones
Bernhard Freudenthaler|8811-5303-1925-8360|2|1951|IOPPUO@mail.polimi.it|Ships to APO
Mehdi Badr|1215-2758-9981-2921|2|1964|QJqrbgA@duck.com|Tasty, Crunchy, and Filling
Jean Ferrié|9486-2798-1283-4347|3|1988|NOQfW@tiscali.it|Yum!
Holger H. Hoos|2284-2996-4744-7170|5|1966|efuJQk@mail.polimi.it|Low in Calories, High in Taste
Martin Theobald|8965-6426-4197-6089|10|1953|Ufdjn@mail.polimi.it|zippy
Alexandre S. Pinto|6273-5199-7594-5199|7|1961|nyawdk@mail.polimi.it|Buy them less from here!!! (While you can)
Katerina Zamani|9033-9066-3135-0657|1|1978|CCOiN@duck.com|delicious
Fabrice Huet|9803-1490-1312-5313|10|1984|rWkNogd@gmail.com|My new favorite chips!
Frédéric Koriche|9140-0180-3822-5751|11|1981|PFPqrMr@duck.com|This picky eater loves them (most flavors)
George A. Kastis|0000-0002-1283-0883|1|1949|gdRMpQx@gmail.com|Pop Chips Rock!
Sara Foresti|1195-6495-4730-1329|2|1957|qKWCLd@duck.com|Great guiltless snack
Christopher Westhorpe|2357-2530-9720-5501|4|1974|LxkvI@duck.com|Tasty potato chips, low in calories, great flavor
Pam Mueller|4336-6176-6701-7406|1|1943|bugFBv@outlook.it|Love, love, love these chips!!
Gaoxi Xiao|2718-7002-2086-9630|5|1966|PITefi@tiscali.it|All the taste, but where's the fat?
Bonnie A. Nardi|7966-9419-1209-4256|8|1983|ixVXEq@gmail.com|Not bad, but not impressive! .8 oz equals about 15 chips.
Elisa Bertino|3683-8523-3517-1979|10|1950|xQqtE@outlook.it|Yummm!
Alfredo Goñi|0294-1802-5515-1223|7|1970|UIRuw@mail.polimi.it|Not bad But not great
Gianluca Rossi|0882-9532-7714-6439|2|1973|zmMkzeH@mail.polimi.it|pop chips rock
Giovanni Chiola|4702-7711-9563-9048|7|1985|ORzOj@mail.polimi.it|I love these chips!
Rejane Dalce|8019-0822-8476-1667|9|1977|QXvRdl@outlook.it|Great Snack
Stefan Baerisch|5510-0252-8756-0307|5|1948|xBSrGPN@duck.com|Yum!
Eric Petitjean|5539-4421-2473-8329|7|1975|cYcgvcW@tiscali.it|taste is perfect....
Boris Motik|4840-2683-9395-2540|12|1965|RDPHZu@mail.polimi.it|Good Snack Choice
Nasrin Afsarimanesh|0000-0003-1758-7293|12|1947|ciStoV@mail.polimi.it|Delicious and healthy chips!
Tomás Kroupa|4059-2865-9293-2514|6|1989|MivcOxk@gmail.com|Popchips!
Hamish Cunningham|0000-0001-5901-5483|1|1962|lNpHkC@outlook.it|pop chips
Yves Mahéo|0201-9284-5067-5289|8|1984|rWghVa@duck.com|popchips
Yuchang Gong|6882-4445-0986-6905|7|1948|kMPYZZY@duck.com|Popchips! My new favorite snack
Helena Ramalhinho Lourenço|0000-0003-3174-3432|6|1957|jDvgdD@tiscali.it|Great Chips
Andrea Bobbio|0000-0002-6690-3961|6|1953|SXumORG@outlook.it|Low Calorie, Tasty Snack!
Ted Rybeck|0352-4732-4415-3037|11|1989|AeYQin@tiscali.it|healthy, texture good, flavor strange
Keith Moore|5898-8493-1740-8303|3|1948|aYboW@mail.polimi.it|Great Taste, Crunchy
Oussama Layaida|6905-4918-6943-8124|11|1986|KJIco@outlook.it|YUM
R. Jordan Crouser|8097-5171-6339-5141|4|1967|pmsdoA@outlook.it|love em! so does my big fat belly
Chang-Hyun Jo|9192-8594-2315-9178|6|1967|YIhVz@gmail.com|New favorite munchies, found!
Farid Naït-Abdesselam|3316-1934-5519-9389|11|1963|IeOWYX@tiscali.it|Treat of the Day
Alexandros Nanopoulos|6326-6649-4576-4431|4|1976|BCmKou@mail.polimi.it|Yummy!!!
Kshanti A. Greene|1396-8110-1118-8240|8|1952|qXyue@mail.polimi.it|Pop Chips = Great!!
Ali Nour Eldin|0869-2547-3676-6224|1|1942|VVNqHOE@mail.polimi.it|if you love them... you love them... popchips
Eduard Kh. Gimadi|8837-9335-1048-5404|9|1984|PXeccDK@tiscali.it|Not bad
Cinzia Vismara|1006-7620-0182-2311|7|1960|RCGgHEB@tiscali.it|poor,poor packaging
Yan Wang 0064|0000-0001-9070-6653|6|1961|dkYkjP@gmail.com|partially good
Rishav Singh|0000-0003-2947-9046|9|1943|CchNTeO@tiscali.it|Love these, good variety pack
Ricardo Reis 0001|3888-2981-9206-9998|9|1964|Ygmtm@tiscali.it|Popchips Does It for Me
Mikkel Skovsmose Tewes|4028-4250-0122-2038|10|1986|vwiTYP@gmail.com|Snack of the hour!
Jaume Barceló|9708-6158-6562-4451|3|1969|kMGEmg@duck.com|My kids only liked one flavor!
Marian Gheorghe 0001|0000-0002-2409-4959|9|1957|Xkiybns@tiscali.it|Pop Chips...Yummy!
Igor Skrjanc|2285-3282-5886-4015|10|1974|ehXVfuh@gmail.com|Taste alright, but normal chips are better
Patrick Valduriez|0000-0001-6506-7538|9|1945|wcxfaE@duck.com|Love it! so tasty!
Li Xiong 0001|0000-0001-7354-0428|11|1985|LuqCj@duck.com|Pop Delicious
Philippe Du Bois|9077-5696-1667-2950|6|1951|ajkab@mail.polimi.it|Like slightly charred popcorn
Francesco Ciraulo|0000-0002-4957-4799|7|1944|fEAzm@outlook.it|Yummie!
Florian Jotzo|9199-4816-0607-5271|12|1943|rtKsDV@duck.com|Delicious!
Martin Winkler|7503-3214-5080-5294|5|1982|oYOajg@outlook.it|Very good!!
Ramesh Upreti|5021-7424-4726-6934|12|1962|nXYVT@tiscali.it|overrated
Martin Stanley|4622-7012-0486-4293|8|1969|TUOec@mail.polimi.it|Not for everyone.. but I love it!
Guangming Sun|2158-0328-3357-6457|8|1944|kRPMM@mail.polimi.it|Most flavors are very good
Franck Ravat|0000-0003-4820-841X|6|1945|AkTkOE@duck.com|Great idea
Arnaud Soulet|6061-9743-2090-9768|11|1940|gCeDIJ@mail.polimi.it|Healthy and Good, What?!?!
Markus Lohrey|2570-0546-7480-6031|3|1943|fGrUQl@mail.polimi.it|Healthy and Delicious!
Stéphane Gançarski|2734-7837-2294-3678|4|1978|MYXGky@duck.com|Pop chips 6-flavor variety
Bugra Gedik|2907-1817-4065-7090|2|1940|xfBodHc@duck.com|The Best Snack Food!
Thomas Tesch|8230-5552-4695-9707|3|1970|mMocNd@duck.com|Soo GOOD!
Yi-Shin Chen|8671-4619-1855-6976|11|1940|unGKPGh@mail.polimi.it|Too good to continue for long.
Fernando Sandoya|0000-0002-0011-4003|3|1952|TVccH@mail.polimi.it|Delicious
Hossein Momeni|3726-5895-0933-6034|5|1969|ZnoOrgA@duck.com|The best Cheetos out there
Umberto Mengali|8893-1587-7010-0819|5|1970|MQMHQ@duck.com|Found the solution on how to open it
Kazimierz Subieta|0000-0002-7282-002X|8|1954|eKyevqi@mail.polimi.it|WORKS FOR ME AND SAVES ME $$$$
Vasile-Marian Scuturici|4109-2461-7158-0060|2|1975|KlXbT@mail.polimi.it|This thing is great!
Georg Reichwein|3547-8253-5215-1312|11|1968|sbffW@gmail.com|A little hard to open
Lipyeow Lim|0721-8035-3670-9090|10|1959|hETOa@gmail.com|Great concept, poor product
Arne Koschel|4675-7141-6784-3463|3|1941|EjchU@duck.com|Too small, too hard to open
Dilan Perale|4529-4958-7930-6585|11|1971|QBCqIZg@gmail.com|can't open
Krzysztof Cabaj|0000-0002-5955-5890|4|1941|fURMY@duck.com|Great idea, such a pain to open and close
Robert Picard|2545-0275-5482-0945|6|1957|CRUKP@mail.polimi.it|Keeps basil on the counter...cat proof!
Vijay S. Rao|2124-5467-9148-3824|6|1959|ikbPASF@gmail.com|Save your money!
Mallikka Rajalingam|8545-6640-8323-9766|10|1969|DIAJXRC@outlook.it|keeps herbs fresh, looks nice--awkward to use
Massimo Pistoia|1545-4755-8460-5425|1|1969|vGblE@duck.com|Would be a great product....if it was easier to open
Curtis T. McMullen|2169-3778-4768-6266|9|1976|GiSZbvj@gmail.com|Works, but hard to open...Buy larger version instead of pod
James E. Donahue|2944-5202-9466-8351|6|1959|kMarSFZ@mail.polimi.it|Sorry Oprah, not one of my 'favorite things'
Wei Jin 0006|4853-1414-0489-2303|3|1950|bgnUWDd@tiscali.it|Wilted hopes
Gianfranco Fenu|0000-0003-0867-8388|6|1984|rKObx@outlook.it|just works
Erik Wittern|3975-4658-5619-4915|3|1966|sVLVLB@tiscali.it|WONDERFUL!!  This is perfect and saves me a fortune
Tami Lapidot|1274-5326-0923-4159|7|1980|YWZWTq@tiscali.it|Stylish Saver
Andreas Abecker|5826-1992-8586-8108|9|1982|biIMj@mail.polimi.it|Caveat emptor! Disappointing
Jeffrey W. Tweedale|2927-1357-3342-5785|12|1983|JpBpfFv@mail.polimi.it|this gadget just doesn't do the job.
Max A. Little|9310-6023-1331-7215|1|1983|OCrVKUN@outlook.it|Works great!
Mónica Aguilar-Igartua|1222-2843-6622-1035|12|1959|hNBSm@tiscali.it|The Picture is Misleading
Asela Gunawardana|6294-5198-2355-8976|1|1989|tfDnPZf@duck.com|I am buying more!
Lei Xu 0001|2857-7218-2706-4704|7|1962|ZeEToe@duck.com|Inside of can corroded
Yanjun Wu|3236-7912-8987-5236|5|1957|IdVfHnH@duck.com|Not Safe!
Stephen Perun|7145-0455-7806-9927|5|1969|gvhPnJ@outlook.it|Tastes like mushy pineapple
Xinyu Li 0001|1873-2501-7554-7697|4|1953|kOUrM@gmail.com|Rotten, spoiled taste and look!!
Ernesto Damiani|6776-5585-1015-7999|11|1985|XZnqon@outlook.it|Great Option for Keeping Fruit at Work
Marina Blanton|7113-1329-3615-1586|1|1948|nhyXp@mail.polimi.it|Great Dessert!
Ralf Küsters|2142-0849-4131-2255|3|1978|LpJMF@mail.polimi.it|tropical fruit
AnnMarie Ericsson|5980-1255-1370-4558|3|1943|yeOgxB@tiscali.it|Best canned fruit I have ever eatten
Ayoub Ratbi|2665-4710-4215-8528|11|1955|YIPPUP@outlook.it|Organic Fruit Review
Liping Zhao 0001|0000-0001-8556-8655|8|1989|Fgfmi@outlook.it|Okay but some weird flavors
Olivier Teste|0000-0003-0338-9886|6|1946|rbCWPm@duck.com|So much easier!
Yuri Bazilevs|6299-8759-9325-7125|4|1970|JNaEfk@mail.polimi.it|makes a quick,tasty martini
Thorsten Riemke-Gurzki|2075-3733-6968-4873|8|1966|ckJlhc@tiscali.it|Dirty Martini Olive Juice
Sandip Sen|2301-4374-8204-7787|12|1965|KbYIKA@mail.polimi.it|A good dirty martini
Annamária Behúnová|8878-8026-4130-1587|8|1940|AlQzgk@duck.com|White Flecks?
Amit Banerjee|9831-6582-3236-6026|5|1973|XPIfP@duck.com|Love this!
Jørgen Villadsen|0000-0003-3624-1159|11|1954|mOsss@outlook.it|Better than the real stuff
Judith Masthoff|0000-0001-8099-0515|6|1950|ocQdFYS@mail.polimi.it|This is the stuff !!
Xiaodong Li 0011|5986-6701-8260-4059|2|1972|JtTcjhU@gmail.com|My husband loves his Dirty Martinis...
